stem.master,plot,asn,stem.asn,species,dbh,alive,sh
540,SC1MD,4,3,PIST,10.6,N,1
541,SC1MD,4,4,PRSE,16.6,Y,NA
542,SC1MD,4,5,PRSE,7.1,N,8
543,SC1MD,4,6,PRSE,16.7,Y,NA
544,SC1MD,4,7,HAVI,6.2,Y,NA
545,SC1MD,4,8,HAVI,5.3,Y,NA
546,SC1MD,4,9,PIST,14.3,N,3
547,SC1MD,4,10,ACRU,5.8,Y,NA
548,SC1MD,4,11,ACRU,15.5,Y,NA
549,SC1MD,4,12,ACRU,7.7,Y,NA
550,SC1MD,4,13,BEPA,16.7,Y,NA
551,SC1MD,4,14,QURU,41.6,Y,NA
552,SC1MD,4,15,PRSE,12.9,N,5
553,SC1MD,4,16,ACRU,24.4,Y,NA
554,SC1MD,4,17,ACRU,27.6,Y,NA
555,SC1MD,4,18,ACRU,9.3,Y,NA
556,SC1MD,4,19,ACRU,24.1,Y,NA
557,SC1MD,4,20,ACRU,22.2,Y,NA
558,SC1MD,4,21,PIST,12.3,Y,NA
559,SC1MD,5,1,QURU,23.1,Y,NA
560,SC1MD,5,2,QURU,36.2,Y,NA
561,SC1MD,5,3,PIST,12.1,Y,NA
562,SC1MD,5,4,QURU,37.6,Y,NA
563,SC1MD,5,5,PIST,10.8,N,3
564,SC1MD,5,6,QURU,46.4,Y,NA
565,SC1MD,5,7,BEAL,8.3,Y,NA
566,SC1MD,5,8,ACRU,25.2,Y,NA
567,SC1MD,5,9,ACRU,17.3,Y,NA
568,SC1MD,5,10,ACRU,24.6,Y,NA
569,SC1MD,5,11,ACRU,8.7,N,2
570,SC1MD,5,12,PIST,12.1,N,1
571,SC1MD,5,13,CAOV,6.2,Y,NA
572,SC1MD,5,14,CAOV,5.5,Y,NA
573,SC1MD,5,15,QURU,23,Y,NA
574,SC1MD,5,16,QURU,24.1,Y,NA
575,SC1MD,5,17,PIST,5.3,Y,NA
576,SC1MD,5,18,ACRU,14.3,Y,NA
577,SC1MD,5,19,ACRU,14.5,Y,NA
578,SC1MD,5,20,ACRU,14.7,Y,NA
579,SC1MD,5,21,QURU,40.5,Y,NA
580,SC1MD,5,22,ACRU,9.9,Y,NA
581,SC1MD,5,23,ACRU,6.1,N,8
582,SC1MD,5,24,BEAL,10,Y,NA
583,SC1MD,5,25,PRSE,19.2,N,16
584,SC1MD,5,26,FRAM,16.4,Y,NA
585,SC1MD,5,27,QURU,12,Y,NA
586,SC1MD,5,28,ACRU,9.8,Y,NA
587,SC1TS,1,1,TSCA,41.2,Y,NA
588,SC1TS,1,2,TSCA,20.2,Y,NA
589,SC1TS,1,3,BELE,27.5,Y,NA
590,SC1TS,1,4,ACRU,14.5,Y,NA
591,SC1TS,1,5,TSCA,22.9,Y,NA
592,SC1TS,1,6,TSCA,40.4,Y,NA
593,SC1TS,1,7,TSCA,8.4,Y,NA
594,SC1TS,1,8,TSCA,30.9,Y,NA
595,SC1TS,1,9,BEAL,11.8,Y,NA
596,SC1TS,1,10,BEPA,11.2,Y,NA
597,SC1TS,1,11,BEPA,20.2,Y,NA
598,SC1TS,1,12,FAGR,6.7,N,9
599,SC1TS,1,13,TSCA,8.6,Y,NA
600,SC1TS,1,14,BEPA,15,Y,NA
601,SC1TS,1,15,FAGR,15.9,N ,3
602,SC1TS,1,16,FAGR,11.5,Y,NA
603,SC1TS,1,17,FAGR,10.5,Y,NA
604,SC1TS,1,18,FAGR,5,N,5
605,SC1TS,1,19,TSCA,8.1,Y,NA
606,SC1TS,1,20,QURU,33.5,Y,NA
607,SC1TS,1,21,FAGR,8.7,N,NA
608,SC1TS,1,22,TSCA,12.7,Y,NA
609,SC1TS,1,23,BEAL,14.2,Y,NA
610,SC1TS,1,24,BEAL,7.6,Y,NA
611,SC1TS,1,25,BEAL,7.6,N,1
612,SC1TS,1,26,BEAL,7.5,N,1
613,SC1TS,1,27,BEAL,8,N,1
614,SC1TS,2,1,TSCA,53.8,Y,NA
615,SC1TS,2,2,TSCA,30.9,Y,NA
616,SC1TS,2,3,ACRU,8.1,N,3
617,SC1TS,2,4,ACRU,8.6,Y,NA
618,SC1TS,2,5,ACRU,13.3,Y,NA
619,SC1TS,2,6,ACRU,16,Y,NA
620,SC1TS,2,7,BELE,22.5,Y,NA
621,SC1TS,2,8,TSCA,5.1,Y,NA
622,SC1TS,2,9,TSCA,6.1,N,0.5
623,SC1TS,2,10,ACRU,14,Y,NA
624,SC1TS,2,11,ACRU,14.9,Y,NA
625,SC1TS,2,12,TSCA,5.2,Y,NA
626,SC1TS,2,13,BEPA,12.4,Y,NA
627,SC1TS,2,14,TSCA,27.3,Y,NA
628,SC1TS,2,15,TSCA,38.2,N,1
629,SC1TS,2,16,TSCA,37.4,Y,NA
630,SC1TS,2,17,BELE,23.8,Y,NA
631,SC1TS,2,18,TSCA,5.1,Y,NA
632,SC1TS,2,19,BEPA,16.5,Y,NA
633,SC1TS,2,20,TSCA,9,Y,NA
634,SC1TS,2,21,TSCA,5,Y,NA
635,SC1TS,2,22,TSCA,6.7,Y,NA
636,SC1TS,3,1,TSCA,31.8,Y,NA
637,SC1TS,3,2,TSCA,23.5,Y,NA
638,SC1TS,3,3,TSCA,37,Y,NA
639,SC1TS,3,4,ACRU,20,Y,NA
640,SC1TS,3,5,TSCA,37.4,Y,NA
641,SC1TS,3,6,QURU,10.4,N,14
642,SC1TS,3,7,QURU,21.8,Y,NA
643,SC1TS,3,8,TSCA,11.9,Y,NA
644,SC1TS,3,9,QURU,20,Y,NA
645,SC1TS,3,10,BEPA,22.5,Y,NA
646,SC1TS,3,11,TSCA,13.5,Y,NA
647,SC1TS,3,12,BEPA,18.2,Y,NA
648,SC1TS,3,13,ACRU,21.7,Y,NA
649,SC1TS,3,14,TSCA,8.2,Y,NA
650,SC1TS,3,15,OSVI,7,Y,NA
651,SC1TS,3,16,ACSA,19.5,Y,NA
652,SC1TS,3,17,OSVI,5,Y,NA
653,SC1TS,3,18,BEPA,18.1,Y,NA
654,SC1TS,3,19,OSVI,6.8,Y,NA
655,SC1TS,3,20,TSCA,8,Y,NA
656,SC1TS,3,21,BELE,6.5,Y,NA
657,SC1TS,3,22,TSCA,8.9,Y,NA
658,SC1TS,3,23,ACRU,7.8,Y,NA
659,SC1TS,3,24,BEPA,11.3,Y,NA
660,SC1TS,3,25,BEPA,17.4,Y,NA
661,SC1TS,3,26,ACRU,6.1,Y,NA
662,SC1TS,3,27,TSCA,6.8,Y,NA
663,SC1TS,3,28,BELE,8,Y,NA
664,SC1TS,3,29,BEPA,18.4,Y,NA
665,SC1TS,4,1,TSCA,50.3,Y,NA
666,SC1TS,4,2,TSCA,14.8,Y,NA
667,SC1TS,4,3,TSCA,32.2,Y,NA
668,SC1TS,4,4,TSCA,20.1,Y,NA
669,SC1TS,4,5,TSCA,35.4,Y,NA
670,SC1TS,4,6,TSCA,20.1,Y,NA
671,SC1TS,4,7,TSCA,42,Y,NA
672,SC1TS,4,8,TSCA,29.5,Y,NA
673,SC1TS,4,9,TSCA,41,Y,NA
674,SC1TS,4,10,TSCA,37.7,Y,NA
675,SC1TS,4,11,TSCA,11.8,Y,NA
676,SC1TS,4,12,ACRU,6.9,N,6
677,SC1TS,4,13,FAGR,19.9,N,14
678,SC1TS,4,14,FAGR,24.4,N,2
679,SC1TS,4,15,TSCA,35.7,Y,NA
680,SC1TS,5,1,ACRU,20,Y,NA
681,SC1TS,5,2,BEPA,25.9,Y,NA
682,SC1TS,5,3,BEPA,15.3,Y,NA
683,SC1TS,5,4,ACRU,11.1,Y,NA
684,SC1TS,5,5,ACRU,16.1,Y,NA
685,SC1TS,5,6,ACRU,9.4,N,6
686,SC1TS,5,7,PRSE,10.6,N,7
687,SC1TS,5,8,TSCA,6.9,Y,NA
688,SC1TS,5,9,TSCA,63.9,Y,NA
689,SC1TS,5,10,ACRU,9.2,Y,NA
690,SC1TS,5,11,TSCA,26.2,Y,NA
691,SC1TS,5,12,TSCA,27.1,Y,NA
692,SC1TS,5,13,TSCA,6.2,Y,NA
693,SC1TS,5,14,PIST,14.6,N,15
694,SC1TS,5,15,PIST,7.1,N,7
695,SC1TS,5,16,TSCA,29.2,Y,NA
696,SC1TS,5,17,UNKNOWN,5.6,N,7
697,TS2MD,1,1,PIST,15.5,Y,NA
698,TS2MD,1,2,BEPA,14.3,N,4
699,TS2MD,1,3,PRSE,5.8,Y,NA
700,TS2MD,1,4,ACRU,11.6,Y,NA
701,TS2MD,1,5,BEPA,8.8,Y,NA
702,TS2MD,1,6,QURU,34.6,Y,NA
703,TS2MD,1,7,PIST,15,Y,NA
704,TS2MD,1,8,ACRU,8.8,Y,NA
705,TS2MD,1,9,UNKNOWN,7.5,N,1
706,TS2MD,1,10,ACRU,11.7,N,3
707,TS2MD,1,11,ACRU ,12,N,2
708,TS2MD,1,12,ACRU,20,Y,NA
709,TS2MD,1,13,PIST,9.3,N,3
710,TS2MD,1,14,QURU,22.5,Y,NA
711,TS2MD,1,15,BEPA,20,Y,NA
712,TS2MD,1,16,PIST,20.5,Y,NA
713,TS2MD,1,17,ACRU,25.8,Y,NA
714,TS2MD,1,18,BEPA,30,N,16
715,TS2MD,1,19, BEPA,17.8,N,16
716,TS2MD,2,1,ACRU,7,Y,NA
717,TS2MD,2,2,ACRU,8.7,Y,NA
718,TS2MD,2,3,ACRU,6.8,Y,NA
719,TS2MD,2,4,QURU,8,N,1.5
720,TS2MD,2,5,ACSA,5,Y,NA
721,TS2MD,2,6,QURU,13.4,Y,NA
722,TS2MD,2,7,QURU,12.1,N,10
723,TS2MD,2,8,QURU,32.9,Y,NA
724,TS2MD,2,9,PIST,15.1,Y,NA
725,TS2MD,2,10,PIST,13.4,Y,NA
726,TS2MD,2,11,ACRU,13.2,Y,NA
727,TS2MD,2,12,ACRU,12.6,Y,NA
728,TS2MD,2,13,ACRU,24.3,Y,NA
729,TS2MD,2,14,QURU,58.9,Y,NA
730,TS2MD,2,15,QURU,88.9,Y,NA
731,TS2MD,2,16,TSCA,26,Y,NA
732,TS2MD,2,17,TSCA,30,Y,NA
733,TS2MD,2,18,PIST,11.5,Y,NA
734,TS2MD,2,19,TSCA,11.9,Y,NA
735,TS2MD,3,1,QUAL,31,N,18
736,TS2MD,3,2,PIST,11.3,Y,NA
737,TS2MD,3,3,ACRU,18.7,Y,NA
738,TS2MD,3,4,PIST,9.7,Y,NA
739,TS2MD,3,5,QUAL,13.9,Y,NA
740,TS2MD,3,6,ACRU,5.2,Y,NA
741,TS2MD,3,7,ACRU,8.3,Y,NA
742,TS2MD,3,8,ACRU,11.2,Y,NA
743,TS2MD,3,9,QURU,30.6,Y,NA
744,TS2MD,3,10,ACRU,7.1,Y,NA
745,TS2MD,3,11,ACRU,8.4,Y,NA
746,TS2MD,3,12,ACRU,8.6,Y,NA
747,TS2MD,4,1,ACRU,16.5,Y,NA
748,TS2MD,4,2,ACRU,6.3,Y,NA
749,TS2MD,4,3,QUAL,16.2,Y,NA
750,TS2MD,4,4,PIST,7.8,Y,NA
751,TS2MD,4,5,QURU,26.3,Y,NA
752,TS2MD,4,6,PIST,18.4,Y,NA
753,TS2MD,4,7,PIST,18.8,Y,NA
754,TS2MD,4,8,PRSE,6.8,N,4
755,TS2MD,4,9,TSCA,64.9,Y,NA
756,TS2MD,4,10,ACRU,18,Y,NA
757,TS2MD,4,11,ACRU,14.6,Y,NA
758,TS2MD,4,12,ACRU,23.8,Y,NA
759,TS2MD,4,13,ACRU,22,Y,NA
760,TS2MD,4,14,PIST,20.6,Y,NA
761,TS2MD,4,15,QURU,10.7,Y,NA
762,TS2MD,4,16,BEPA,16.5,N,4
763,TS2MD,4,17,TSCA,13.6,Y,NA
764,TS2MD,5,1,ACRU,5.5,Y,NA
765,TS2MD,5,2,ACRU,10.7,Y,NA
766,TS2MD,5,3,ACRU,9.4,Y,NA
767,TS2MD,5,4,QURU,41.6,Y,NA
768,TS2MD,5,5,ACRU,14.1,Y,NA
769,TS2MD,5,6,BEPA,31.4,N,16
770,TS2MD,5,7,PIST,13.7,N,12
771,TS2MD,5,8,PIST,7.8,N,2
772,TS2MD,5,9,QURU,28.9,Y,NA
773,TS2MD,5,10,QURU,18,Y,NA
774,TS2MD,5,11,ACRU,12,Y,NA
775,TS2MD,5,12,ACRU,15.6,Y,NA
776,TS2MD,5,13,ACRU,17.8,Y,NA
777,TS2MD,5,14,QURU,14.8,N,12
778,TS2MD,5,15,QURU,40.4,Y,NA
779,TS2MD,5,16,QURU,12.5,N,10
780,TS2MD,5,17,PIST,14.3,Y,NA
781,TS2MD,5,18,ACRU,11.6,Y,NA
782,TS2MD,5,19,PIST,14.5,Y,NA
783,TS2MD,5,20,QURU,43.5,Y,NA
784,TS2MD,5,21,ACRU,9.1,Y,NA
785,TS2MD,5,22,ACRU,5,Y,NA
786,TS2MD,5,23,QURU,29,Y,NA
787,TS2MD,5,24,QURU,13.3,Y,NA
788,TS2TS,1,1,TSCA,21,Y,NA
789,TS2TS,1,2,ACRU,30.7,Y,NA
790,TS2TS,1,3,TSCA,17.7,Y,NA
791,TS2TS,1,4,TSCA,5.3,Y,NA
792,TS2TS,1,5,TSCA,47.6,Y,NA
793,TS2TS,1,6,TSCA,20.8,Y,NA
794,TS2TS,1,7,TSCA,25.2,Y,NA
795,TS2TS,1,8,TSCA,5.8,Y,NA
796,TS2TS,1,9,TSCA,7.8,Y,NA
797,TS2TS,1,10,ACRU,6.6,N,7
798,TS2TS,1,11,PIST,33.1,Y,NA
799,TS2TS,1,12,TSCA,26.2,Y,NA
800,TS2TS,1,13,TSCA,10.8,N,3
801,TS2TS,1,14,TSCA,7.9,Y,NA
802,TS2TS,1,15,TSCA,19.2,Y,NA
803,TS2TS,1,16,TSCA,22.9,Y,NA
804,TS2TS,1,17,TSCA,20,Y,NA
805,TS2TS,1,18,TSCA,12.2,Y,NA
806,TS2TS,1,19,TSCA,11.9,Y,NA
807,TS2TS,1,20,TSCA,13.9,Y,NA
808,TS2TS,1,21,TSCA,6.8,Y,NA
809,TS2TS,1,22,TSCA,5.4,Y,NA
810,TS2TS,1,23,ACRU,19.2,Y,NA
811,TS2TS,1,24,TSCA,15.4,Y,NA
812,TS2TS,1,25,TSCA,6,Y,NA
813,TS2TS,2,1,QUAL,11.3,N,4
814,TS2TS,2,2,ACRU,14.3,N,8
815,TS2TS,2,3,QUAL,26.6,Y,NA
816,TS2TS,2,4,TSCA,5.3,Y,NA
817,TS2TS,2,5,TSCA,15.1,Y,NA
818,TS2TS,2,6,TSCA,30.4,Y,NA
819,TS2TS,2,7,ACRU,5,Y,NA
820,TS2TS,2,8,ACRU,5.1,Y,NA
821,TS2TS,2,9,QUAL,47.1,Y,NA
822,TS2TS,2,10,TSCA,25.9,Y,NA
823,TS2TS,2,11,ACRU,6.1,N,5
824,TS2TS,2,12,TSCA,23.4,Y,NA
825,TS2TS,2,13,TSCA,28.9,Y,NA
826,TS2TS,3,1,TSCA,22.1,Y,NA
827,TS2TS,3,2,TSCA,20.2,Y,NA
828,TS2TS,3,3,TSCA,5.3,Y,NA
829,TS2TS,3,4,PIST,32.8,Y,NA
830,TS2TS,3,5,ACRU,6.9,Y,NA
831,TS2TS,3,6,CADE,6.2,Y,NA
832,TS2TS,3,7,QURU,56.5,Y,NA
833,TS2TS,3,8,ACRU,5.4,Y,NA
834,TS2TS,3,9,UNKNOWN,7.3,N,1.5
835,TS2TS,3,10,TSCA,17.7,Y,NA
836,TS2TS,3,11,TSCA,6.6,Y,NA
837,TS2TS,3,12,ACRU,16.6,Y,NA
838,TS2TS,3,13,QUAL,14.9,Y,NA
839,TS2TS,3,14,ACRU,6.8,Y,NA
840,TS2TS,3,15,TSCA,27.7,Y,NA
841,TS2TS,3,16,TSCA,28.5,Y,NA
842,TS2TS,3,17,TSCA,6.7,Y,NA
843,TS2TS,4,1,TSCA,30.2,Y,NA
844,TS2TS,4,2,TSCA,39.3,Y,NA
845,TS2TS,4,3,TSCA,34.7,Y,NA
846,TS2TS,4,4,TSCA,29.2,Y,NA
847,TS2TS,4,5,TSCA,18.9,Y,NA
848,TS2TS,4,6,TSCA,15.9,Y,NA
849,TS2TS,4,7,TSCA,11.6,Y,NA
850,TS2TS,4,8,TSCA,30,Y,NA
851,TS2TS,4,9,TSCA,9.4,N,7
852,TS2TS,4,10,TSCA,9.3,N,7
853,TS2TS,4,11,TSCA,19,Y,NA
854,TS2TS,4,12,TSCA,19.2,Y,NA
855,TS2TS,4,13,TSCA,14.8,Y,NA
856,TS2TS,4,14,QUAL,16.7,N,12
857,TS2TS,4,15,TSCA,7.5,Y,NA
858,TS2TS,4,16,TSCA,8.1,Y,NA
859,TS2TS,4,17,TSCA,28.7,Y,NA
860,TS2TS,4,18,TSCA,16.2,Y,NA
861,TS2TS,4,19,QUAL,31.5,Y,NA
862,TS2TS,4,20,ACRU,15.2,Y,NA
863,TS2TS,4,21,TSCA,5.2,Y,NA
864,TS2TS,4,22,QUAL,10.6,N,12
865,TS2TS,4,23,QUAL,8.6,N,12
866,TS2TS,4,24,QUAL,12,Y,NA
867,TS2TS,4,25,TSCA,7.6,Y,NA
868,TS2TS,4,26,TSCA,10.3,Y,NA
869,TS2TS,4,27,ACRU,22.7,Y,NA
870,TS2TS,4,28,PIST,14.3,N,10
871,TS2TS,4,29,QURU,23.6,Y,NA
872,TS2TS,4,30,TSCA,5.2,Y,NA
873,TS2TS,4,31,TSCA,22.5,Y,NA
874,TS2TS,4,32,QURU,12.9,Y,NA
875,TS2TS,5,1,TSCA,33.5,Y,NA
876,TS2TS,5,2,BEPA,13.7,Y,NA
877,TS2TS,5,3,ACRU,18.5,Y,NA
878,TS2TS,5,4,PIST,7.8,N,6
879,TS2TS,5,5,PIST,16.5,Y,NA
880,TS2TS,5,6,PIST,14,Y,NA
881,TS2TS,5,7,TSCA,22.5,Y,NA
882,TS2TS,5,8,TSCA,9.5,Y,NA
883,TS2TS,5,9,TSCA,19.4,Y,NA
884,TS2TS,5,10,TSCA,10.3,Y,NA
885,TS2TS,5,11,ACRU,16.2,Y,NA
886,TS2TS,5,12,TSCA,16.2,Y,NA
887,TS2TS,5,13,TSCA,18.1,Y,NA
888,TS2TS,5,14,TSCA,27.4,Y,NA
889,TS2TS,5,15,TSCA,37.6,Y,NA
890,TS2TS,5,16,TSCA,9.8,N,7
891,TS2TS,5,17,ACRU,9.1,N,3
892,TS2TS,5,18,TSCA,5.2,Y,NA
893,TS2TS,5,19,TSCA,31.4,Y,NA
894,TS2TS,5,20,TSCA,6.7,Y,NA
895,TS2TS,5,21,TSCA,29,Y,NA
896,TS2TS,5,22,TSCA,25.5,Y,NA
897,TS2TS,5,23,TSCA,17,Y,NA
898,TS2TS,5,24,TSCA,13,Y,NA
899,TS2TS,5,25,TSCA,19.5,Y,NA
900,TS2TS,5,26,PIST,41.3,Y,NA
901,TS2TS,5,27,TSCA,7.4,Y,NA
902,TS2TS,5,28,TSCA,18.5,Y,NA
903,TS2TS,5,29,ACRU,6.8,Y,NA
904,TS2TS,5,30,ACRU,15.1,Y,NA
905,TS2TS,5,31,BEPA,16.7,Y,NA
906,TS2TS,5,32,TSCA,23.5,Y,NA
907,TS2TS,5,33,PIST,16.2,N,14
908,TS2TS,5,34,ACRU,15.4,Y,NA
909,TS1TS,1,1,BELE,23.9,Y,NA
910,TS1TS,1,2,QURU,44.4,Y,NA
911,TS1TS,1,3,FAGR,33.5,Y,NA
912,TS1TS,1,4,TSCA,7.2,N,5
913,TS1TS,1,5,ACRU,27.8,Y,NA
914,TS1TS,1,6,TSCA,5,Y,NA
915,TS1TS,1,7,QURU,54.3,Y,NA
916,TS1TS,1,8,TSCA,26.3,Y,NA
917,TS1TS,1,9,TSCA,22.1,Y,NA
918,TS1TS,1,10,TSCA,14.9,Y,NA
919,TS1TS,1,11,TSCA,41.7,Y,NA
920,TS1TS,1,12,QURU,28.4,Y,NA
921,TS1TS,1,13,TSCA,7.7,Y,NA
922,TS1TS,2,1,TSCA,6,Y,NA
923,TS1TS,2,2,QURU,32.1,Y,NA
924,TS1TS,2,3,TSCA,13.1,Y,NA
925,TS1TS,2,4,TSCA,14.5,Y,NA
926,TS1TS,2,5,TSCA,27.2,Y,NA
927,TS1TS,2,6,TSCA,5.4,Y,NA
928,TS1TS,2,7,TSCA,8.8,N,8
929,TS1TS,2,8,TSCA,11.5,Y,NA
930,TS1TS,2,9,TSCA,13,Y,NA
931,TS1TS,2,10,TSCA,6.3,Y,NA
932,TS1TS,2,11,UNKNOWN,15.3,N,4
933,TS1TS,2,12,TSCA,9,Y,NA
934,TS1TS,2,13,TSCA,12.3,Y,NA
935,TS1TS,2,14,QUAL,45.9,Y,NA
936,TS1TS,2,15,TSCA,9.7,Y,NA
937,TS1TS,2,16,FAGR,13.5,Y,NA
938,TS1TS,2,17,UNKNOWN,29.3,N,NA
939,TS1TS,2,18,TSCA,38.5,Y,NA
940,TS1TS,2,19,QURU,34.7,Y,NA
941,TS1TS,2,20,BELE,13.7,Y,NA
942,TS1TS,2,21,TSCA,37.6,Y,NA
943,TS1TS,2,22,TSCA,64.7,N,2
944,TS1TS,3,1,TSCA,23.7,Y,NA
945,TS1TS,3,2,BELE,23.2,Y,NA
946,TS1TS,3,3,BELE,28.6,Y,NA
947,TS1TS,3,4,TSCA,13.2,N,8
948,TS1TS,3,5,TSCA,15.3,N,8
949,TS1TS,3,6,TSCA,43,N,3
950,TS1TS,3,7,UNKNOWN,10,N,8
951,TS1TS,3,8,BELE,27.6,Y,NA
952,TS1TS,3,9,TSCA,31.6,Y,NA
953,TS1TS,3,10,TSCA,5,Y,NA
954,TS1TS,4,1,TSCA,51.7,Y,NA
955,TS1TS,4,2,TSCA,9.3,Y,NA
956,TS1TS,4,3,TSCA,5.7,Y,NA
957,TS1TS,4,4,TSCA,45.9,Y,NA
958,TS1TS,4,5,TSCA,22.8,Y,NA
959,TS1TS,4,6,TSCA,6,Y,NA
960,TS1TS,4,7,TSCA,47.6,Y,NA
961,TS1TS,4,8,TSCA,5.7,Y,NA
962,TS1TS,4,9,TSCA,17.7,Y,NA
963,TS1TS,4,10,TSCA,26.2,Y,NA
964,TS1TS,4,11,TSCA,7.2,Y,NA
965,TS1TS,4,12,TSCA,7.5,Y,NA
966,TS1TS,5,1,ACRU,29.9,Y,NA
967,TS1TS,5,2,TSCA,18,Y,NA
968,TS1TS,5,3,TSCA,8.8,Y,NA
969,TS1TS,5,4,TSCA,14.2,Y,NA
970,TS1TS,5,5,BELE,30.2,Y,NA
971,TS1TS,5,6,TSCA,10.2,Y,NA
972,TS1TS,5,7,TSCA,10.3,Y,NA
973,TS1TS,5,8,TSCA,14.5,Y,NA
974,TS1TS,5,9,BELE,46.9,Y,NA
975,TS1TS,5,10,PIST,81.2,Y,NA
976,TS1TS,5,11,TSCA,12.2,Y,NA
977,TS1TS,5,12,BELE,15.2,Y,NA
978,TS1TS,5,13,TSCA,22.2,Y,NA
979,TS1TS,5,14,TSCA,65.5,Y,NA
980,TS1MD,1,1,ACRU,5.3,Y,NA
981,TS1MD,1,2,ACRU,11.2,Y,NA
982,TS1MD,1,3,ACRU,5.2,Y,NA
983,TS1MD,1,4,QURU,24.8,Y,NA
984,TS1MD,1,5,QUVE,22.9,Y,NA
985,TS1MD,1,6,ACRU,6.2,Y,NA
986,TS1MD,1,7,QUVE,19.2,Y,NA
987,TS1MD,1,8,PIST,14.9,Y,NA
988,TS1MD,1,9,QUVE,17.2,N,14
989,TS1MD,1,10,PIST,6.7,Y,NA
990,TS1MD,1,11,ACRU,8.4,Y,NA
991,TS1MD,1,12,ACRU,8.1,Y,NA
992,TS1MD,1,13,QUAL,16.2,Y,NA
993,TS1MD,1,14,PIST,9.4,Y,NA
994,TS1MD,1,15,ACRU,5.3,Y,NA
995,TS1MD,1,16,ACRU,5.7,N,7
996,TS1MD,1,17,TSCA,9.2,Y,NA
997,TS1MD,1,18,TSCA,13.5,Y,NA
998,TS1MD,1,19,ACRU,8.4,Y,NA
999,TS1MD,1,20,TSCA,26.1,Y,NA
1000,TS1MD,1,21,QURU,25,Y,NA
1001,TS1MD,1,22,PIST,12.6,Y,NA
1002,TS1MD,1,23,QUVE,13.5,Y,NA
1003,TS1MD,1,24,ACRU,11.5,Y,NA
1004,TS1MD,1,25,QURU,16.2,Y,NA
1005,TS1MD,1,26,ACRU,9.4,Y,NA
1006,TS1MD,1,27,QUVE,16.5,Y,NA
1007,TS1MD,1,28,QURU,25.2,Y,NA
1008,TS1MD,1,29,QUVE,12,Y,NA
1009,TS1MD,1,30,BEPA,15.4,Y,NA
1010,TS1MD,1,31,TSCA,13.8,Y,NA
1011,TS1MD,1,32,TSCA,5.3,Y,NA
1012,TS1MD,1,33,ACRU,5,Y,NA
1013,TS1MD,1,34,QURU,14.4,Y,NA
1014,TS1MD,2,1,QURU,21.8,Y,NA
1015,TS1MD,2,2,BELE,5.5,Y,NA
1016,TS1MD,2,3,UNKNOWN,5,N,5
1017,TS1MD,2,4,QUAL,21.8,Y,NA
1018,TS1MD,2,5,QUAL,15.7,Y,NA
1019,TS1MD,2,6,QUVE,24.1,Y,NA
1020,TS1MD,2,7,PIST,10,Y,NA
1021,TS1MD,2,8,QUAL,10.9,N,7
1022,TS1MD,2,9,QUAL,22.9,Y,NA
1023,TS1MD,2,10,QURU,20,Y,NA
1024,TS1MD,2,11,QURU,23.5,Y,NA
1025,TS1MD,2,12,QUAL,11,N,7
1026,TS1MD,2,13,PIST,9.3,Y,NA
1027,TS1MD,2,14,PIST,19,Y,NA
1028,TS1MD,2,15,QUAL,18.6,Y,NA
1029,TS1MD,2,16,QUAL,6.5,N,1.5
1030,TS1MD,2,17,QUAL,11.3,Y,NA
1031,TS1MD,2,18,TSCA,8.9,Y,NA
1032,TS1MD,2,19,PODE,15.7,Y,NA
1033,TS1MD,2,20,ACRU,10.7,Y,NA
1034,TS1MD,2,21,QUAL,10.8,Y,NA
1035,TS1MD,2,22,ACRU,12.2,Y,NA
1036,TS1MD,2,23,ACRU,7.3,Y,NA
1037,TS1MD,2,24,ACRU,5.2,N,5
1038,TS1MD,2,25,ACRU,10.4,Y,NA
1039,TS1MD,2,26,TSCA,24,Y,NA
1040,TS1MD,2,27,TSCA,9.7,Y,NA
1041,TS1MD,2,28,BELE,17.8,Y,NA
1042,TS1MD,3,1,PIST,13,Y,NA
1043,TS1MD,3,2,PIST,7.2,Y,NA
1044,TS1MD,3,3,PIST,12.1,Y,NA
1045,TS1MD,3,4,PIST,6.7,Y,NA
1046,TS1MD,3,5,PIST,11.3,Y,NA
1047,TS1MD,3,6,QURU,9.5,N,10
1048,TS1MD,3,7,PIST,14.2,Y,NA
1049,TS1MD,3,8,QUAL,13,Y,NA
1050,TS1MD,3,9,PIST,6.2,Y,NA
1051,TS1MD,3,10,PIST,6.6,Y,NA
1052,TS1MD,3,11,ACRU,6.7,Y,NA
1053,TS1MD,3,12,PIST,6.7,Y,NA
1054,TS1MD,3,13,ACRU,5.3,N,3
1055,TS1MD,3,14,PIST,5.9,N,2
1056,TS1MD,3,15,QUAL,33.1,Y,NA
1057,TS1MD,3,16,ACRU,9.2,Y,NA
1058,TS1MD,3,17,PIST,5.2,N,6
1059,TS1MD,3,18,ACRU,6.3,Y,NA
1060,TS1MD,3,19,QURU,22.5,Y,NA
1061,TS1MD,3,20,QUAL,13.9,Y,NA
1062,TS1MD,3,21,QURU,13.2,Y,NA
1063,TS1MD,3,22,QURU,32.2,Y,NA
1064,TS1MD,3,23,ACRU,5.1,Y,NA
1065,TS1MD,3,24,PIST,13.4,Y,NA
1066,TS1MD,3,25,PIST,10,Y,NA
1067,TS1MD,3,26,PIST,22.6,Y,NA
1068,TS1MD,3,27,QUAL,10.3,Y,NA
