stem.master,plot,asn,stem.asn,species,dbh,alive,sh
3048,WSFTS,3,2,TSCA,30.4,Y,NA
3049,WSFTS,3,3,TSCA,31.9,Y,NA
3050,WSFTS,3,4,TSCA,8.7,Y,NA
3051,WSFTS,3,5,TSCA,7,Y,NA
3052,WSFTS,3,6,BELE,22.2,Y,NA
3053,WSFTS,3,7,TSCA,49.8,Y,NA
3054,WSFTS,3,8,TSCA,38.4,Y,NA
3055,WSFTS,3,9,TSCA,6.4,Y,NA
3056,WSFTS,3,10,TSCA,31.5,Y,NA
3057,WSFTS,3,11,TSCA,40.8,Y,NA
3058,WSFTS,3,12,TSCA,9.7,Y,NA
3059,WSFTS,3,13,FAGR,7.4,Y,NA
3060,WSFTS,3,14,FAGR,13,N,10
3061,WSFTS,3,15,TSCA,17.5,Y,NA
3062,WSFTS,3,16,TSCA,7.2,Y,NA
3063,WSFTS,3,17,FAGR,22.8,Y,NA
3064,WSFTS,3,18,FAGR,8.2,N,4
3065,WSFTS,4,1,TSCA,41.4,Y,NA
3066,WSFTS,4,2,TSCA,41.5,Y,NA
3067,WSFTS,4,3,TSCA,31.5,Y,NA
3068,WSFTS,4,4,TSCA,41,Y,NA
3069,WSFTS,4,5,TSCA,12.3,Y,NA
3070,WSFTS,4,6,TSCA,13.3,Y,NA
3071,WSFTS,4,7,TSCA,5.9,Y,NA
3072,WSFTS,4,8,QURU,28.8,Y,NA
3073,WSFTS,4,9,TSCA,14.7,Y,NA
3074,WSFTS,4,10,TSCA,13.5,Y,NA
3075,WSFTS,4,11,TSCA,12.6,Y,NA
3076,WSFTS,4,12,TSCA,7.3,Y,NA
3077,WSFTS,4,13,QURU,15.7,Y,NA
3078,WSFTS,4,14,TSCA,25.3,Y,NA
3079,WSFTS,4,15,TSCA,15,Y,NA
3080,WSFTS,4,16,TSCA,47.5,Y,NA
3081,WSFTS,4,17,TSCA,8.5,Y,NA
3082,WSFTS,5,1,TSCA,41,Y,NA
3083,WSFTS,5,2,TSCA,18.7,Y,NA
3084,WSFTS,5,3,FAGR,41.7,Y,NA
3085,WSFTS,5,4,ACRU,34.7,Y,NA
3086,WSFTS,5,5,TSCA,8.2,Y,NA
3087,WSFTS,5,6,TSCA,7,Y,NA
3088,WSFTS,5,7,TSCA,16.4,Y,NA
3089,WSFTS,5,8,FAGR,10.2,N,1.5
3090,WSFTS,5,9,TSCA,19.5,Y,NA
3091,WSFTS,5,10,TSCA,43.1,Y,NA
3092,WSFTS,5,11,TSCA,34.1,Y,NA
3093,WSFTS,5,12,TSCA,9,N,4
3094,WSFTS,5,13,TSCA,5.5,Y,NA
3095,WSFTS,5,14,TSCA,8,Y,NA
3096,WSFTS,5,15,TSCA,10.7,Y,NA
3097,WSFTS,5,16,TSCA,20.4,Y,NA
3098,WSFTS,5,17,TSCA,7.6,Y,NA
3099,WSFTS,5,18,TSCA,10.3,Y,NA
3100,WSFTS,5,19,TSCA,6.8,N,5
3101,WSFMD,1,1,PRSE,25.7,Y,NA
3102,WSFMD,1,2,OSVI,8,Y,NA
3103,WSFMD,1,3,OSVI,6.3,Y,NA
3104,WSFMD,1,4,OSVI,8.8,Y,NA
3105,WSFMD,1,5,ACRU,24,Y,NA
3106,WSFMD,1,6,ACSA,6.6,Y,NA
3107,WSFMD,1,7,ACSA,6.6,Y,NA
3108,WSFMD,1,8,ACSA,6.3,Y,NA
3109,WSFMD,1,9,OSVI,8.2,Y,NA
3110,WSFMD,1,10,OSVI,5.2,Y,NA
3111,WSFMD,1,11,QURU,52,Y,NA
3112,WSFMD,1,12,TSCA,16.3,Y,NA
3113,WSFMD,1,13,FAGR,7.9,Y,NA
3114,WSFMD,1,14,FAGR,5.9,Y,NA
3115,WSFMD,1,15,ACSA,12.4,Y,NA
3116,WSFMD,1,16,ACSA,12.8,Y,NA
3117,WSFMD,1,17,ACSA,13.3,Y,NA
3118,WSFMD,1,18,ACSA,16.6,Y,NA
3119,WSFMD,1,19,ACRU,21.5,Y,NA
3120,WSFMD,1,20,BEAL,21.6,Y,NA
3121,WSFMD,1,21,BEAL,17.3,N,1
3122,WSFMD,1,22,ACSA,5.9,Y,NA
3123,WSFMD,1,23,TSCA,15.9,Y,NA
3124,WSFMD,1,24,ACSA,13,Y,NA
3125,WSFMD,1,25,ACSA,6.2,Y,NA
3126,WSFMD,2,1,FAGR,32.2,Y,NA
3127,WSFMD,2,2,BEAL,25.5,Y,NA
3128,WSFMD,2,3,BEAL,41,Y,NA
3129,WSFMD,2,4,TSCA,22.3,Y,NA
3130,WSFMD,2,5,TSCA,11.7,Y,NA
3131,WSFMD,2,6,FAGR,14,Y,NA
3132,WSFMD,2,7,QURU,27,Y,NA
3133,WSFMD,2,8,TSCA,18.6,Y,NA
3134,WSFMD,2,9,BEPA,26.3,Y,NA
3135,WSFMD,2,10,FRAM,21.2,Y,NA
3136,WSFMD,2,11,TSCA,13,Y,NA
3137,WSFMD,2,12,TSCA,5,Y,NA
3138,WSFMD,2,13,TSCA,11.5,Y,NA
3139,WSFMD,2,14,ACSA,16.4,Y,NA
3140,WSFMD,2,15,QURU,43.8,Y,NA
3141,WSFMD,2,16,ACSA,14,Y,NA
3142,WSFMD,2,17,ACSA,24,Y,NA
3143,WSFMD,2,18,ACSA,23.6,Y,NA
3144,WSFMD,2,19,FAGR,14.5,Y,NA
3145,WSFMD,2,20,TSCA,11,Y,NA
3146,WSFMD,2,21,TSCA,13.1,Y,NA
3147,WSFMD,2,22,TSCA,12.6,N,6
3148,WSFMD,2,23,TSCA,13.7,Y,NA
3149,WSFMD,2,24,TSCA,12.7,Y,NA
3150,WSFMD,3,1,ACRU,20.2,Y,NA
3151,WSFMD,3,2,FRAM,11.4,Y,NA
3152,WSFMD,3,3,FAGR,9.2,Y,NA
3153,WSFMD,3,4,TSCA,24.6,Y,NA
3154,WSFMD,3,5,ACSA,27.7,Y,NA
3155,WSFMD,3,6,TSCA,21.3,Y,NA
3156,WSFMD,3,7,ACRU,23.9,Y,NA
3157,WSFMD,3,8,ACRU,34.3,Y,NA
3158,WSFMD,3,9,FAGR,11.8,Y,NA
3159,WSFMD,3,10,FAGR,8.3,Y,NA
3160,WSFMD,3,11,ACRU,19.7,N,2
3161,WSFMD,3,12,ACRU,15.5,Y,NA
3162,WSFMD,3,13,ACRU,33.3,Y,NA
3163,WSFMD,3,14,TSCA,28.5,Y,NA
3164,WSFMD,3,15,ACSA,9.7,Y,NA
3165,WSFMD,3,16,ACRU,11.3,N,1
3166,WSFMD,4,1,TSCA,48,Y,NA
3167,WSFMD,4,2,ACSA,30.9,Y,NA
3168,WSFMD,4,3,FAGR,15.2,Y,NA
3169,WSFMD,4,4,PRSE,18.5,Y,NA
3170,WSFMD,4,5,BEAL,18.5,Y,NA
3171,WSFMD,4,6,BEPA,13,N,12
3172,WSFMD,4,7,ACSA,9,Y,NA
3173,WSFMD,4,8,QURU,36,Y,NA
3174,WSFMD,4,9,FAGR,11.8,Y,NA
3175,WSFMD,4,10,FAGR,9.7,Y,NA
3176,WSFMD,4,11,FAGR,5.1,Y,NA
3177,WSFMD,4,12,TSCA,5.5,Y,NA
3178,WSFMD,4,13,FAGR,35.3,Y,NA
3179,WSFMD,4,14,TSCA,14.5,Y,NA
3180,WSFMD,4,15,TSCA,7.4,N,1
3181,WSFMD,4,16,TSCA,15.5,Y,NA
3182,WSFMD,4,17,TSCA,8.8,Y,NA
3183,WSFMD,4,18,FAGR,20,Y,NA
3184,WSFMD,4,19,TSCA,12,Y,NA
3185,WSFMD,4,20,FAGR,12.5,Y,NA
3186,WSFMD,5,1,FAGR,11.3,Y,NA
3187,WSFMD,5,2,FAGR,16.9,Y,NA
3188,WSFMD,5,3,TSCA,6.7,Y,NA
3189,WSFMD,5,4,TSCA,6.4,Y,NA
3190,WSFMD,5,5,TSCA,7.9,Y,NA
3191,WSFMD,5,6,TSCA,7.6,Y,NA
3192,WSFMD,5,7,BEPA,17.8,Y,NA
3193,WSFMD,5,8,BEAL,6.2,N,2
3194,WSFMD,5,9,ACSA,6.8,Y,NA
3195,WSFMD,5,10,ACSA,15.5,Y,NA
3196,WSFMD,5,11,ACSA,9.9,Y,NA
3197,WSFMD,5,12,TSCA,14.5,Y,NA
3198,WSFMD,5,13,BEAL,41.2,Y,NA
3199,WSFMD,5,14,FAGR,18.5,Y,NA
3200,WSFMD,5,15,UNKN,13,N,8
3201,WSFMD,5,16,FAGR,8,Y,NA
3202,WSFMD,5,17,FAGR,10.2,Y,NA
3203,WSFMD,5,18,FAGR,18.8,Y,NA
3204,WSFMD,5,19,FAGR,44.2,Y,NA
3205,WSFMD,5,20,FAGR,35,Y,NA
3206,WSFMD,5,21,PRSE,27.8,Y,NA
